f1,precision,recall,abs_spd,di,metodo,base_treino,serie_treino,vies_treino
0.9928400954653938,0.986449864498645,0.9993136582017845,0.2185920047031158,0.7794386979572165,lr_reponderado,pd_v0.75,PD,0.75
0.6643427066387791,0.502225345514172,0.9810112102493709,0.3069223985890652,0.6477939688322203,prejudice_remover_eta10,pd_v0.75,PD,0.75
0.9925973607981976,0.9922779922779923,0.9929169349645847,0.8446,0.0,lr_sem_mitigacao,pd_v0.75,PD,0.75
0.9856733524355301,0.9748110831234257,0.9967804249839022,0.8412,0.0,lr_balanceado,pd_v0.75,PD,0.75
0.9808635141546734,0.963941560460056,0.998390212491951,0.83915,0.0,lr_reponderado,pd_v0.75,PD,0.75
0.593033466679676,0.4254514909701806,0.9784288473921442,0.64285,0.0,prejudice_remover_eta10,pd_v0.75,PD,0.75
0.9796757803048632,0.9846789883268483,0.9747231584015407,0.21590331795801898,1.3016477785184895,lr_sem_mitigacao,pd_v1,PD,1.0
0.9825742098305492,0.9810415166786657,0.9841116995666828,0.2107295270761974,1.2947755756680355,lr_balanceado,pd_v1,PD,1.0
0.9853681938114656,0.9818355640535373,0.9889263360616274,0.20645315848992452,1.2885079640625303,lr_reponderado,pd_v1,PD,1.0
0.9825742098305492,0.9810415166786657,0.9841116995666828,0.2107295270761974,1.2947755756680355,prejudice_remover_eta10,pd_v1,PD,1.0
0.9774480712166173,0.9828923811418341,0.9720637418847138,0.3518224781192002,0.5841078892233081,lr_sem_mitigacao,pd_v1,PD,1.0
0.9808219178082191,0.9756667315553825,0.9860318709423569,0.3484685286365695,0.5849188160992407,lr_balanceado,pd_v1,PD,1.0
0.9815086586439683,0.9762553522771507,0.9868188077906748,0.34665002849813675,0.5868128130538314,lr_reponderado,pd_v1,PD,1.0
0.9808219178082191,0.9756667315553825,0.9860318709423569,0.3484685286365695,0.5849188160992407,prejudice_remover_eta10,pd_v1,PD,1.0
0.9934785283622493,0.9904317958783121,0.996544063194273,0.6874081941749142,0.3015363632224546,lr_sem_mitigacao,pd_v1,PD,1.0
0.9936133628101204,0.9887558054265461,0.998518884226117,0.686627585523143,0.30164587070506127,lr_balanceado,pd_v1,PD,1.0
0.9920352897929176,0.9849148418491485,0.9992594421130585,0.682551697250331,0.30433059460303286,lr_reponderado,pd_v1,PD,1.0
0.9936133628101204,0.9887558054265461,0.998518884226117,0.686627585523143,0.30164587070506127,prejudice_remover_eta10,pd_v1,PD,1.0
0.9879905437352245,0.9967563442091204,0.9793775778027747,0.7175096697746093,0.2588133840056385,lr_sem_mitigacao,pd_v1,PD,1.0
0.9918363516937224,0.9928611685139959,0.9908136482939632,0.7114740448666157,0.2604371558104176,lr_balanceado,pd_v1,PD,1.0
0.9920493873351417,0.9899197311928318,0.994188226471691,0.7092009828162311,0.26093391481619116,lr_reponderado,pd_v1,PD,1.0
0.9918363516937224,0.9928611685139959,0.9908136482939632,0.7114740448666157,0.2604371558104176,prejudice_remover_eta10,pd_v1,PD,1.0
0.9680486456605859,0.9457766256210844,0.9913949275362319,0.05355055795497565,0.9328634127285109,lr_sem_mitigacao,pd_v1,PD,1.0
0.9685299295774648,0.9419948630136986,0.9966032608695652,0.05468793881503331,0.9313055132041573,lr_balanceado,pd_v1,PD,1.0
