base_treino,serie_treino,vies_treino,base_teste,serie_teste,vies_teste,eta,usou_modelo_padrao,f1,recall,precision,spd,abs_spd,di,n_priv_teste,n_depriv_teste
pd_v0.25,PD,0.25,gs_v0.5,GS,0.5,5.0,False,0.9224027752419207,0.9972364784840111,0.858016304347826,0.0028277710683672908,0.0028277710683672908,1.0040221216691805,1997,18003
pd_v0.25,PD,0.25,gs_v0.5,GS,0.5,10.0,False,0.863593603010348,0.9966442953020134,0.7618832050701675,-0.022644615148017744,0.022644615148017744,0.967135685719047,1997,18003
pd_v0.25,PD,0.25,gs_v0.5,GS,0.5,15.0,False,0.863593603010348,0.9966442953020134,0.7618832050701675,-0.022644615148017744,0.022644615148017744,0.967135685719047,1997,18003
pd_v0.25,PD,0.25,gs_v0.5,GS,0.5,25.0,False,0.7696886446886447,0.9954599289380182,0.6273948743468525,-0.04149661697456475,0.04149661697456475,0.9346976011834469,1997,18003
pd_v0.25,PD,0.25,gs_v0.5,GS,0.5,35.0,False,0.7696886446886447,0.9954599289380182,0.6273948743468525,-0.04149661697456475,0.04149661697456475,0.9346976011834469,1997,18003
pd_v0.25,PD,0.25,gs_v0.5,GS,0.5,50.0,False,0.7696886446886447,0.9954599289380182,0.6273948743468525,-0.04149661697456475,0.04149661697456475,0.9346976011834469,1997,18003
pd_v0.25,PD,0.25,gs_v0.75,GS,0.75,0.0,True,0.9932916429789653,0.9993136582017845,0.9873417721518988,-0.22206055261610824,0.22206055261610824,0.7767434300448463,560,19440
pd_v0.25,PD,0.25,gs_v0.75,GS,0.75,1.0,False,0.9293553542887587,0.9977121940059483,0.8697646589549262,-0.2432245737801294,0.2432245737801294,0.7532504323969702,560,19440
pd_v0.25,PD,0.25,gs_v0.75,GS,0.75,5.0,False,0.8949799815214043,0.997254632807138,0.8117318435754189,-0.24684009406231633,0.24684009406231633,0.745899903171145,560,19440
pd_v0.25,PD,0.25,gs_v0.75,GS,0.75,10.0,False,0.8332695252679939,0.9958819492107069,0.7163073885140694,-0.2611625514403292,0.2611625514403292,0.725092051115443,560,19440
pd_v0.25,PD,0.25,gs_v0.75,GS,0.75,15.0,False,0.833189778926213,0.9958819492107069,0.7161895360315893,-0.2612139917695473,0.2612139917695473,0.7250379034004765,560,19440
pd_v0.25,PD,0.25,gs_v0.75,GS,0.75,25.0,False,0.7159940209267563,0.9862731640356898,0.5619867031677748,-0.20537184009406229,0.20537184009406229,0.748340852401149,560,19440
pd_v0.25,PD,0.25,gs_v0.75,GS,0.75,35.0,False,0.7159940209267563,0.9862731640356898,0.5619867031677748,-0.20537184009406229,0.20537184009406229,0.748340852401149,560,19440
pd_v0.25,PD,0.25,gs_v0.75,GS,0.75,50.0,False,0.7158751245433411,0.9862731640356898,0.5618402189495634,-0.2054747207524985,0.2054747207524985,0.7482147841982513,560,19440
pd_v0.25,PD,0.25,gs_v1,GS,1.0,0.0,True,0.9789922603064287,0.9977462974887314,0.9609302325581396,,,,0,20000
pd_v0.25,PD,0.25,gs_v1,GS,1.0,1.0,False,0.8370710618751689,0.9974243399871217,0.7211359404096834,,,,0,20000
pd_v0.25,PD,0.25,gs_v1,GS,1.0,5.0,False,0.8032211975581244,0.995492594977463,0.6731983453080775,,,,0,20000
pd_v0.25,PD,0.25,gs_v1,GS,1.0,10.0,False,0.7324077370357185,0.9935608499678042,0.5799661717722233,,,,0,20000
pd_v0.25,PD,0.25,gs_v1,GS,1.0,15.0,False,0.7324077370357185,0.9935608499678042,0.5799661717722233,,,,0,20000
pd_v0.25,PD,0.25,gs_v1,GS,1.0,25.0,False,0.6044864226682408,0.9890534449452673,0.43525077925758004,,,,0,20000
pd_v0.25,PD,0.25,gs_v1,GS,1.0,35.0,False,0.6044269552385637,0.9890534449452673,0.4351891202719932,,,,0,20000
pd_v0.25,PD,0.25,gs_v1,GS,1.0,50.0,False,0.6044269552385637,0.9890534449452673,0.4351891202719932,,,,0,20000
pd_v0.5,PD,0.5,pd_v0,PD,0.0,0.0,True,0.9960293586812657,0.9963890226287915,0.995669954293962,0.2034659033719337,0.2034659033719337,1.2833678930299885,12714,7286
pd_v0.5,PD,0.5,pd_v0,PD,0.0,1.0,False,0.9078977665208381,0.9492055849783342,0.8700353045013239,0.113134798459541,0.113134798459541,1.1545166857465468,12714,7286
pd_v0.5,PD,0.5,pd_v0,PD,0.0,5.0,False,0.847457627118644,0.9268175252768416,0.7806163828061639,0.039451432000214504,0.039451432000214504,1.0533828763783235,12714,7286
pd_v0.5,PD,0.5,pd_v0,PD,0.0,10.0,False,0.8264026402640264,0.9041887337506018,0.7609400324149108,0.024221031790805925,0.024221031790805925,1.0325386938068795,12714,7286
pd_v0.5,PD,0.5,pd_v0,PD,0.0,15.0,False,0.796137339055794,0.8931150698122292,0.7181571815718157,0.08937817396261105,0.08937817396261105,1.126037500417107,12714,7286
