f1,precision,recall,abs_spd,di,base_treino,serie_treino,vies_treino,volume
0.9874872555380481,0.9765352887259395,0.9986876640419947,0.699692533689576,0.26475189398201104,gs_v0,GS,0.0,7500
0.9877802366977774,0.9773419649657273,0.9984438825131298,0.8660245397145754,0.1266200309637463,gs_v0,GS,0.0,7500
0.989186556259133,0.9787931366878735,0.9998030720756204,0.09257584941453356,1.1384300184685863,gs_v0,GS,0.0,7500
0.9933228593872742,0.9882766705744431,0.9984208448480063,0.045598420404588946,1.0648575822991198,gs_v0,GS,0.0,7500
0.9909235307465396,0.9828944406932253,0.9990848776023793,0.2101778365667254,0.7860007482229705,gs_v0,GS,0.0,7500
0.9779179810725552,0.95856524427953,0.9980682549903412,0.8383,0.0,gs_v0,GS,0.0,7500
0.9929315921888103,0.988313856427379,0.9975926817525277,0.1961499879677273,1.2728502130220662,gs_v0,GS,0.0,10000
0.9951937224129476,0.9923708920187794,0.9980326578792051,0.3504462729619052,0.5834546025231409,gs_v0,GS,0.0,10000
0.9850455927051672,0.9705318639195016,1.0,0.6726106426096004,0.31030236061251126,gs_v0,GS,0.0,10000
0.9879428677425338,0.9776064610866373,0.9985001874765654,0.6999782558312311,0.2647928423870811,gs_v0,GS,0.0,10000
0.9882534180627768,0.9784556720686368,0.9982493678272709,0.8662788104134038,0.12673756216441487,gs_v0,GS,0.0,10000
0.9900565412361084,0.9803088803088803,1.0,0.09302653187654752,1.139103930530259,gs_v0,GS,0.0,10000
0.9938107869142352,0.9892431058087229,0.9984208448480063,0.045319854469256016,1.0644154799822807,gs_v0,GS,0.0,10000
0.9912609238451935,0.9835585585585586,0.9990848776023793,0.21002351557907106,0.786157875046764,gs_v0,GS,0.0,10000
0.9788443321755604,0.9603469640644362,0.9980682549903412,0.8386,0.0,gs_v0,GS,0.0,10000
0.9837125748502994,0.978789323164919,0.9886856042368801,0.1901247621235025,1.26371876779819,gs_v0.25,GS,0.25,1000
0.981885110917369,0.9671755725190839,0.9970489868188078,0.3401002990964204,0.5912524937597718,gs_v0.25,GS,0.25,1000
0.9689708877440997,0.9413407821229051,0.9982720315971365,0.6629564633786074,0.31405437415589976,gs_v0.25,GS,0.25,1000
0.9731123388581953,0.9562070213536011,0.990626171728534,0.6852860005422959,0.27365457923485464,gs_v0.25,GS,0.25,1000
0.9652531827318848,0.9502450056539766,0.9807430460999805,0.8407423884566649,0.14337395811272896,gs_v0.25,GS,0.25,1000
0.9850612153206785,0.9772676621350568,0.9929800724637681,0.051359701132527746,0.9360836843846492,gs_v0.25,GS,0.25,1000
0.9881453904183404,0.9809375607858394,0.9954599289380182,0.041539368431639856,1.058874463277491,gs_v0.25,GS,0.25,1000
0.981924988703118,0.9698727962508369,0.9942804850148708,0.1919238683127572,0.8005985783763562,gs_v0.25,GS,0.25,1000
0.9574401988195091,0.924969987995198,0.9922730199613651,0.8334,0.0,gs_v0.25,GS,0.25,1000
0.9889476213358962,0.9870503597122302,0.9908521906596052,0.19390915260630948,1.2689973776581145,gs_v0.25,GS,0.25,2500
0.9882926829268293,0.9802593381072189,0.9964587841825694,0.3448956558838084,0.5879534931068596,gs_v0.25,GS,0.25,2500
0.9774072731666062,0.957169900615239,0.998518884226117,0.6675220833854126,0.3127071923989633,gs_v0.25,GS,0.25,2500
0.9814367922777056,0.971875,0.9911886014248219,0.6918455603084872,0.2716455806004566,gs_v0.25,GS,0.25,2500
0.9761400808158553,0.9657338663620788,0.9867730013616028,0.8519682770477592,0.13716228822499726,gs_v0.25,GS,0.25,2500
0.9904182166610304,0.9860830527497194,0.9947916666666666,0.053048438323618496,0.934188244268445,gs_v0.25,GS,0.25,2500
0.9926202892846601,0.9896017265057877,0.9956573233320174,0.04342710811203754,1.0615063368083255,gs_v0.25,GS,0.25,2500
0.9889710062535532,0.9830470162748643,0.9949668268130862,0.20185185185185184,0.7929724596391263,gs_v0.25,GS,0.25,2500
0.9705558179814202,0.949768875192604,0.9922730199613651,0.83775,0.0,gs_v0.25,GS,0.25,2500
0.9969955534190602,0.9954403647708183,0.9985556090515166,0.19907076656048128,1.2768222384392387,gs_v0.25,GS,0.25,5000
0.9934423020456102,0.9885079859758473,0.9984261263033641,0.3484259560577262,0.5850378501770318,gs_v0.25,GS,0.25,5000
0.988997555012225,0.9796560910632114,0.998518884226117,0.6744491342202562,0.31036377669730886,gs_v0.25,GS,0.25,5000
0.990572201997573,0.9864287042201153,0.994750656167979,0.7004667307561927,0.26705629974941214,gs_v0.25,GS,0.25,5000
0.988605639242951,0.9815915627996165,0.9957206769111068,0.8655084027483901,0.12863315063521533,gs_v0.25,GS,0.25,5000
0.9945860591021881,0.9907865168539326,0.9984148550724637,0.05460316746429217,0.9323513028988153,gs_v0.25,GS,0.25,5000
0.9962509865824783,0.9958579881656805,0.9966442953020134,0.04437056072916801,1.0627980225203038,gs_v0.25,GS,0.25,5000
0.9937193102660729,0.9920200638394893,0.9954243880118966,0.21275720164609058,0.7845496692191488,gs_v0.25,GS,0.25,5000
0.9844147582697201,0.9726587052168447,0.9964584674822924,0.8409,0.0,gs_v0.25,GS,0.25,5000
0.9977166205984858,0.9961603071754259,0.9992778045257583,0.19971847547802102,1.2778140806594704,gs_v0.25,GS,0.25,7500
0.994610485056345,0.9908238969152675,0.9984261263033641,0.34925531537765153,0.5844605576680174,gs_v0.25,GS,0.25,7500
0.9937384898710866,0.9885197850512946,0.999012589484078,0.6773611121544814,0.30918484554205733,gs_v0.25,GS,0.25,7500
0.9937318738890448,0.9917833800186742,0.9956880389951256,0.7038398540363572,0.26528096373892057,gs_v0.25,GS,0.25,7500
0.9924506387921022,0.9876709689847814,0.997276794397977,0.8696182081451019,0.12661132411043502,gs_v0.25,GS,0.25,7500
0.9957149300857014,0.9916891284815813,0.9997735507246377,0.055391780812035996,0.931402181989757,gs_v0.25,GS,0.25,7500
0.9968410661401776,0.9970379146919431,0.9966442953020134,0.04414754109167418,1.062438130000052,gs_v0.25,GS,0.25,7500
0.9957719117815107,0.9947488584474886,0.9967970716083276,0.2142857142857143,0.7833935018050542,gs_v0.25,GS,0.25,7500
0.9888178913738019,0.981293595434369,0.9964584674822924,0.8423,0.0,gs_v0.25,GS,0.25,7500
0.9985563041385948,0.9980759980759981,0.999037072701011,0.2003060122371214,1.2785399365178565,gs_v0.25,GS,0.25,10000
0.9953926085677874,0.9919890582258695,0.9988195947275231,0.35003159330194256,0.5837423256771754,gs_v0.25,GS,0.25,10000
0.9965559655596556,0.9931355724442266,1.0,0.6794000566678973,0.308028161250353,gs_v0.25,GS,0.25,10000
0.996161408107855,0.9949504394987844,0.9973753280839895,0.7064943226696019,0.2634720788989249,gs_v0.25,GS,0.25,10000
0.9948638433956779,0.9913093858632677,0.9984438825131298,0.8719850114114375,0.12541537398895433,gs_v0.25,GS,0.25,10000
0.9961642599277978,0.9925809352517986,0.9997735507246377,0.05542655983542066,0.9313777131143308,gs_v0.25,GS,0.25,10000
0.9981241978477638,0.9984199091447759,0.9978286616660087,0.044759384814042735,1.0633483284717529,gs_v0.25,GS,0.25,10000
0.9977137631458619,0.9970299291752341,0.9983985358041638,0.21780570252792475,0.7806273499718743,gs_v0.25,GS,0.25,10000
0.9926234765875561,0.9888178913738019,0.9964584674822924,0.8435,0.0,gs_v0.25,GS,0.25,10000
0.9914040114613181,0.9834201800094742,0.9995185363505056,0.1962719083763056,1.2735885366841737,gs_v0.5,GS,0.5,1000
0.9832542832252444,0.967797256097561,0.9992130631516821,0.3407969549272599,0.5903131321998568,gs_v0.5,GS,0.5,1000
0.9740322192834816,0.9493789547691587,1.0,0.6662105325001791,0.31235223414120594,gs_v0.5,GS,0.5,1000
0.9805260729118597,0.9656426104344664,0.995875515560555,0.6944705822787274,0.2671784597406765,gs_v0.5,GS,0.5,1000
0.9792800534708298,0.9617404351087772,0.9974713090838359,0.8596394395676072,0.12789307286830198,gs_v0.5,GS,0.5,1000
0.9835079117450413,0.9681878016673979,0.9993206521739131,0.05104462453973846,0.9361802498057484,gs_v0.5,GS,0.5,1000
0.9821100473841988,0.9648489454683641,1.0,0.0943112564443731,1.1421189523755342,gs_v0.5,GS,0.5,1000
0.9855301831336197,0.9740782122905028,0.997254632807138,0.2008009994121105,0.7932930888404744,gs_v0.5,GS,0.5,1000
0.9460656990068754,0.9002617039837162,0.9967804249839022,0.82805,0.0,gs_v0.5,GS,0.5,1000
0.9927111960807743,0.9855278766310794,1.0,0.19744855798620564,1.2752588778768221,gs_v0.5,GS,0.5,2500
0.9866977376444315,0.9741180981595092,0.999606531575841,0.34300857978039423,0.5887478338711862,gs_v0.5,GS,0.5,2500
0.9803969022265246,0.9615475907904106,1.0,0.6699267254669399,0.3111587002717165,gs_v0.5,GS,0.5,2500
0.9848428835489834,0.971199416697047,0.9988751406074241,0.6985583437085197,0.2644645696641132,gs_v0.5,GS,0.5,2500
0.9834433917121256,0.9679728711379051,0.9994164559424237,0.8637492449643189,0.1258575539789553,gs_v0.5,GS,0.5,2500
0.9858179787828029,0.9724608944701476,0.9995471014492754,0.05534058955542598,0.9310919914461805,gs_v0.5,GS,0.5,2500
0.9842992828067455,0.9690839694656489,1.0,0.09550387325234466,1.1438676013794593,gs_v0.5,GS,0.5,2500
0.9874476987447699,0.9762969588550984,0.9988560970029742,0.20615814226925333,0.788942304075353,gs_v0.5,GS,0.5,2500
